,Symbol,Close,sma,ema
0,GRAVITA,424.2,388.1925,400.78885912286756
0,GREENPOWER,11.05,9.102500000000001,9.308079910384178
0,GRWRHITECH,699.55,697.7949999999998,698.6778594172678
0,GSFC,147.2,133.685,135.36654842086594
0,GSPL,271.6,263.9175,262.48096608190457
0,GTL,8.85,8.067499999999999,8.374562222583503
0,GUJAPOLLO,199.6,197.4525,198.01003302902018
0,GUJGASLTD,521.0,510.82249999999993,514.9995746336374
0,GULFOILLUB,456.55,450.1424999999999,449.1925217900103
0,GULPOLY,271.6,243.37250000000003,247.2789343619679
0,HARIOMPIPE,339.6,329.5,333.98086455290456
0,HATHWAY,18.7,17.0075,17.230287886098534
0,HCC,20.3,18.7325,18.95486943715288
0,HCL-INSYS,17.6,16.465,16.774937612390623
0,HDFC,2667.45,2672.45,2656.4264872655663
0,HDFCAMC,2238.55,2198.3875,2205.0865453385427
0,HDFCBANK,1639.65,1618.9150000000002,1613.4585690670344
0,HDFCLIFE,575.2,576.8025000000001,573.7859185109418
0,HEADSUP,19.35,14.007500000000002,14.629259170955955
0,HECPROJECT,38.55,34.1425,35.19548256064894
0,HEMIPROP,113.1,104.61750000000002,106.27936768717181
0,HERCULES,211.6,200.76,205.18105842211287
0,HERITGFOOD,348.5,331.22,332.9953676534863
0,HGINFRA,593.95,591.0875000000001,592.1227720764235
0,HGS,1399.45,1320.6650000000002,1329.1659023687137
0,HIKAL,370.05,359.18999999999994,364.3477206351804
0,HINDALCO,456.75,453.64750000000004,453.8633418850873
0,HINDMOTORS,20.4,18.3675,18.72208519614642
0,HINDPETRO,243.2,233.5125,234.17398708392128
0,HINDUNILVR,2671.3,2629.4475,2641.8636765431534
0,HINDWAREAP,402.1,371.495,380.10034729545356
0,HINDZINC,319.65,311.5925,311.5211862052139
0,HISARMETAL,137.55,134.75500000000002,135.4292686686537
0,HITECH,848.8,817.0825,812.5724065375832
0,HITECHGEAR,271.5,266.23249999999996,264.4485816591909
0,HLEGLAS,666.95,657.9224999999999,666.6717728189101
0,HLVLTD,14.15,12.86,13.197798892969974
0,HMVL,58.05,57.222500000000004,57.210089180552366
0,HNDFDS,715.0,620.9350000000001,630.935584597502
0,HONDAPOWER,2602.45,2599.7399999999993,2516.0544187285723
0,HTMEDIA,22.75,21.325000000000003,21.81501890023916
0,HUDCO,53.7,51.53749999999999,50.803334164125204
0,HUHTAMAKI,197.65,192.6025,197.11569126566764
0,IBREALEST,84.1,84.49499999999999,84.08212358966215
0,IBULHSGFIN,146.85,139.625,140.52691681263266
0,ICICIGI,1236.45,1204.185,1212.1087393542493
0,ICRA,4561.05,4402.034999999999,4416.123374041043
0,IDBI,57.2,54.31,54.49172902144159
0,IDEA,8.3,8.162500000000001,8.221560235347411
0,IDFC,83.3,82.28999999999999,82.52985214312159
0,IDFCFIRSTB,61.95,59.14999999999999,59.595403028089706
0,IFBIND,972.95,967.0775,962.9920152324672
0,IFCI,15.35,13.997500000000002,14.069109064345675
0,IFGLEXPOR,264.9,265.5224999999999,261.48074717977823
0,IGPL,536.2,533.6624999999999,533.7697924063121
0,IIFL,497.5,476.44000000000005,472.06490983949936
0,IIFLSEC,68.2,68.0875,68.15777328708594
0,IIFLWAM,1843.85,1801.28,1803.3094644821642
0,IITL,87.5,86.8625,86.6966216181388
0,IMFA,256.3,251.9275,253.91411125045784
0,INDBANK,40.3,29.354999999999997,30.286538310951578
0,INDHOTEL,327.15,324.7,326.87057738034594
0,INDIANB,294.15,281.3225,281.33132378138015
0,INDIANCARD,234.45,211.33,212.7677965759241
0,INDIGO,1962.4,1942.28,1944.8682684064947
0,INDOCO,390.75,392.1775,386.3142526860255
0,INDORAMA,61.8,56.1725,57.66079239029026
0,INDOTHAI,292.85,260.1,217.71731592239917
0,INDRAMEDCO,85.1,86.00499999999998,82.90903093083931
0,INDSWFTLTD,9.9,9.595000000000002,9.754726165876853
0,INDUSINDBK,1229.55,1192.2925,1197.3450331006013
0,INEOSSTYRO,824.15,810.3599999999999,819.300051607968
0,INFIBEAM,19.35,17.275000000000002,17.690769785201805
0,INFOMEDIA,5.65,4.725,4.876311727000069
0,INSECTICID,747.7,750.255,746.6841618452173
0,INSPIRISYS,61.5,57.245000000000005,57.96908527133448
0,IOB,33.4,25.37,26.360374727930875
0,IOC,76.95,75.4925,75.56837919397667
0,IONEXCHANG,2764.7,2768.8299999999995,2747.1802516192547
0,IRCON,61.15,61.88250000000001,60.61102928646201
0,IRFC,32.1,32.4225,31.586857658025895
0,ISFT,129.7,128.01999999999998,129.3385403194347
0,ISGEC,506.25,496.28000000000003,501.57211760666223
0,ITDCEM,132.65,127.88250000000001,130.6716224001747
0,IVC,8.05,7.607500000000002,7.732024702413943
0,J&KBANK,56.1,51.782500000000006,52.54772472469325
0,JAGRAN,74.0,72.7475,72.73457747148683
0,JAGSNPHARM,385.35,341.24750000000006,355.53138935307146
0,JAIBALAJI,51.6,43.330000000000005,44.7403392418569
0,JAIPURKURT,104.8,106.72142857142855,93.69925337282739
0,JASH,848.7,846.0475,844.5137862884112
0,JBCHEPHARM,2113.3,2041.7450000000001,2038.5016979490103
0,JETFREIGHT,21.3,20.772499999999997,21.213014932936574
0,JHS,23.45,23.172500000000003,23.32445350405585
0,JINDALSAW,98.1,93.83749999999999,93.85112020654863
0,JINDALSTEL,542.9,542.5224999999999,538.6853607968845
0,JINDWORLD,393.75,360.37250000000006,368.0312950086566
0,JISLDVREQS,19.35,18.985000000000003,19.049408920761323
0,JISLJALEQS,35.6,33.855000000000004,34.32135888044196
0,JKIL,283.9,279.7174999999999,278.79108652654276
0,JKLAKSHMI,850.1,761.8824999999999,779.4143370443098
0,JKPAPER,413.4,413.195,411.9222278565728
0,JKTYRE,197.45,193.675,194.5504870996998
0,JMCPROJECT,133.0,128.5025,127.75874261478633
0,JMFINANCIL,81.85,77.16749999999999,77.95389463504056
0,JOCIL,196.4,188.1975,190.11789733470243
0,JPASSOCIAT,10.75,10.329999999999998,10.524752979495245
0,JPPOWER,8.0,7.750000000000002,7.820953591371971
0,JSL,391.55,359.1625,361.31203335821056
0,JSLHISAR,391.55,359.1625,361.31203335821056
0,JSWISPL,31.5,31.2625,31.210883151863403
0,JSWSTEEL,743.45,735.7450000000001,733.7022307908502
0,JTEKTINDIA,150.15,149.28000000000003,146.36399832683026
0,JTLIND,331.8,314.36500000000007,318.93674323902627
0,JUBLINGREA,549.25,536.1899999999999,540.0237068423829
0,JUBLPHARMA,405.9,388.40999999999997,391.1534690014842
0,JYOTHYLAB,207.15,203.7525,205.65718922785845
0,KAKATCEM,217.1,212.36250000000004,214.2557290920535
0,KALPATPOWR,543.15,525.1175000000001,525.2733887830126
0,KALYANKJIL,125.45,108.20750000000001,111.54144125433464
0,KANANIIND,10.05,9.16,9.500970924189925
0,KARURVYSYA,111.0,104.375,105.44490371004173
0,KAUSHALYA,5.6,5.1075,5.237144123436443
0,KCPSUGIND,29.1,25.575000000000003,25.46847825604145
0,KDDL,1026.9,997.0200000000001,1008.9252966085738
0,KEC,477.4,439.2925,450.34912160961846
0,KECL,75.95,75.535,75.42570200629926
0,KESORAMIND,59.3,56.8775,57.59532903667026
0,KHAICHEM,79.7,75.625,76.32248895132378
0,KHAITANLTD,57.1,60.45714285714286,53.27285456840986
0,KHANDSE,38.25,36.22,36.40897061799342
0,KICL,1916.2,1867.8700000000001,1880.8613993649026
0,KIOCL,211.0,207.37250000000003,206.45132241691542
0,KIRIINDUS,504.7,485.82000000000005,487.73035288597197
0,KIRLFER,321.2,322.0300000000001,319.514185658061
0,KKCL,548.4,501.49249999999995,511.88836863451087
0,KMSUGAR,30.55,27.189999999999998,27.634490400318484
0,KOHINOOR,57.5,53.342499999999994,53.98418169990422
0,KOKUYOCMLN,88.0,85.11999999999999,84.78692753706433
0,KOTARISUG,45.3,42.62499999999999,42.83661380024344
0,KOTHARIPET,71.45,67.67750000000002,69.07038903278075
0,KOTHARIPRO,124.35,117.90249999999999,121.29172327464568
0,KPIGREEN,926.95,904.7075000000001,895.1498282690233
0,KPITTECH,702.6,705.3675000000001,701.0028807902517
0,KRBL,416.25,414.2299999999999,416.14612508243056
0,KREBSBIO,114.9,112.45750000000001,113.59892595821341
0,KRIDHANINF,3.9,3.7975000000000008,3.831364782380591
0,KRISHANA,419.9,390.85499999999996,395.8322026496194
0,KSCL,548.65,519.1025000000001,521.0255578766314
0,KSL,357.1,342.89500000000004,345.15996145200006
